method,r,feature_id,prompt_idx,judge_coherence,judge_concept
PDS,0.6,52411,31,5.0,0.0
PDS,0.8,52411,9,5.0,0.0
PDS,0.8,52411,10,0.0,0.0
PDS,0.8,52411,12,5.0,0.0
PDS,0.8,52411,19,0.0,0.0
PDS,0.8,52411,25,0.0,0.0
PDS,0.8,52411,28,0.0,0.0
PDS,0.8,52411,29,5.0,0.0
PDS,0.8,52411,31,5.0,0.0
PDS,0.2,53370,9,65.0,0.0
PDS,0.2,53370,10,5.0,0.0
PDS,0.2,53370,12,45.0,0.0
PDS,0.2,53370,19,45.0,50.0
PDS,0.2,53370,25,20.0,0.0
PDS,0.2,53370,28,15.0,0.0
PDS,0.2,53370,29,45.0,0.0
PDS,0.2,53370,31,35.0,0.0
PDS,0.4,53370,9,35.0,0.0
PDS,0.4,53370,10,5.0,0.0
PDS,0.4,53370,12,5.0,65.0
PDS,0.4,53370,19,0.0,0.0
PDS,0.4,53370,25,5.0,0.0
PDS,0.4,53370,28,25.0,65.0
PDS,0.4,53370,29,35.0,50.0
PDS,0.4,53370,31,5.0,0.0
PDS,0.6,53370,9,0.0,0.0
PDS,0.6,53370,10,0.0,0.0
PDS,0.6,53370,12,0.0,0.0
PDS,0.6,53370,19,0.0,0.0
PDS,0.6,53370,25,0.0,0.0
PDS,0.6,53370,28,0.0,0.0
PDS,0.6,53370,29,0.0,0.0
PDS,0.6,53370,31,0.0,30.0
PDS,0.8,53370,9,0.0,30.0
PDS,0.8,53370,10,0.0,0.0
PDS,0.8,53370,12,0.0,0.0
PDS,0.8,53370,19,0.0,0.0
PDS,0.8,53370,25,0.0,0.0
PDS,0.8,53370,28,0.0,0.0
PDS,0.8,53370,29,0.0,0.0
PDS,0.8,53370,31,0.0,0.0
PDS,0.2,55875,9,45.0,75.0
PDS,0.2,55875,10,50.0,0.0
PDS,0.2,55875,12,45.0,85.0
PDS,0.2,55875,19,45.0,85.0
PDS,0.2,55875,25,95.0,0.0
PDS,0.2,55875,28,30.0,0.0
PDS,0.2,55875,29,45.0,0.0
PDS,0.2,55875,31,35.0,65.0
PDS,0.4,55875,9,45.0,0.0
PDS,0.4,55875,10,45.0,65.0
PDS,0.4,55875,12,15.0,10.0
PDS,0.4,55875,19,35.0,50.0
PDS,0.4,55875,25,45.0,65.0
PDS,0.4,55875,28,5.0,45.0
PDS,0.4,55875,29,35.0,45.0
PDS,0.4,55875,31,5.0,20.0
PDS,0.6,55875,9,5.0,0.0
PDS,0.6,55875,10,5.0,0.0
PDS,0.6,55875,12,15.0,40.0
PDS,0.6,55875,19,5.0,0.0
PDS,0.6,55875,25,15.0,10.0
PDS,0.6,55875,28,5.0,0.0
PDS,0.6,55875,29,5.0,75.0
PDS,0.6,55875,31,5.0,45.0
PDS,0.8,55875,9,0.0,0.0
PDS,0.8,55875,10,5.0,0.0
PDS,0.8,55875,12,0.0,0.0
PDS,0.8,55875,19,0.0,0.0
PDS,0.8,55875,25,5.0,0.0
PDS,0.8,55875,28,0.0,0.0
PDS,0.8,55875,29,5.0,0.0
PDS,0.8,55875,31,5.0,0.0
PDS,0.2,74880,9,75.0,0.0
PDS,0.2,74880,10,45.0,0.0
PDS,0.2,74880,12,45.0,0.0
PDS,0.2,74880,19,40.0,0.0
PDS,0.2,74880,25,45.0,0.0
PDS,0.2,74880,28,15.0,0.0
PDS,0.2,74880,29,45.0,0.0
PDS,0.2,74880,31,20.0,0.0
PDS,0.4,74880,9,45.0,50.0
PDS,0.4,74880,10,35.0,85.0
PDS,0.4,74880,12,5.0,50.0
PDS,0.4,74880,19,10.0,65.0
PDS,0.4,74880,25,45.0,50.0
PDS,0.4,74880,28,0.0,50.0
PDS,0.4,74880,29,25.0,50.0
PDS,0.4,74880,31,0.0,50.0
PDS,0.6,74880,9,5.0,50.0
PDS,0.6,74880,10,5.0,65.0
PDS,0.6,74880,12,5.0,85.0
PDS,0.6,74880,19,5.0,40.0
PDS,0.6,74880,25,5.0,75.0
PDS,0.6,74880,28,0.0,75.0
PDS,0.6,74880,29,5.0,65.0
PDS,0.6,74880,31,5.0,0.0
PDS,0.8,74880,9,5.0,50.0
PDS,0.8,74880,10,0.0,85.0
PDS,0.8,74880,12,0.0,75.0
PDS,0.8,74880,19,0.0,50.0
PDS,0.8,74880,25,5.0,65.0
PDS,0.8,74880,28,0.0,50.0
PDS,0.8,74880,29,0.0,85.0
PDS,0.8,74880,31,5.0,65.0
PDS,0.2,77233,9,45.0,0.0
PDS,0.2,77233,10,35.0,0.0
PDS,0.2,77233,12,35.0,0.0
PDS,0.2,77233,19,45.0,0.0
PDS,0.2,77233,25,30.0,0.0
PDS,0.2,77233,28,15.0,0.0
PDS,0.2,77233,29,50.0,0.0
PDS,0.2,77233,31,15.0,0.0
PDS,0.4,77233,9,15.0,0.0
PDS,0.4,77233,10,35.0,65.0
PDS,0.4,77233,12,15.0,65.0
PDS,0.4,77233,19,95.0,65.0
PDS,0.4,77233,25,35.0,50.0
PDS,0.4,77233,28,15.0,0.0
PDS,0.4,77233,29,35.0,0.0
PDS,0.4,77233,31,5.0,0.0
PDS,0.6,77233,9,15.0,50.0
PDS,0.6,77233,10,5.0,0.0
PDS,0.6,77233,12,25.0,50.0
PDS,0.6,77233,19,15.0,0.0
PDS,0.6,77233,25,15.0,65.0
PDS,0.6,77233,28,5.0,0.0
PDS,0.6,77233,29,25.0,0.0
PDS,0.6,77233,31,5.0,0.0
PDS,0.8,77233,9,5.0,0.0
PDS,0.8,77233,10,5.0,0.0
PDS,0.8,77233,12,15.0,20.0
PDS,0.8,77233,19,5.0,0.0
PDS,0.8,77233,25,5.0,0.0
PDS,0.8,77233,28,0.0,0.0
PDS,0.8,77233,29,5.0,0.0
PDS,0.8,77233,31,5.0,40.0
PDS,0.2,78028,9,45.0,50.0
PDS,0.2,78028,10,45.0,65.0
PDS,0.2,78028,12,45.0,50.0
PDS,0.2,78028,19,45.0,0.0
PDS,0.2,78028,25,35.0,75.0
PDS,0.2,78028,28,75.0,85.0
PDS,0.2,78028,29,85.0,50.0
PDS,0.2,78028,31,50.0,0.0
PDS,0.4,78028,9,15.0,20.0
PDS,0.4,78028,10,25.0,0.0
PDS,0.4,78028,12,20.0,85.0
PDS,0.4,78028,19,15.0,40.0
PDS,0.4,78028,25,45.0,75.0
PDS,0.4,78028,28,20.0,75.0
PDS,0.4,78028,29,45.0,65.0
PDS,0.4,78028,31,25.0,50.0
PDS,0.6,78028,9,35.0,85.0
PDS,0.6,78028,10,5.0,65.0
PDS,0.6,78028,12,5.0,50.0
PDS,0.6,78028,19,5.0,50.0
PDS,0.6,78028,25,15.0,50.0
PDS,0.6,78028,28,5.0,50.0
PDS,0.6,78028,29,15.0,75.0
PDS,0.6,78028,31,15.0,85.0
PDS,0.8,78028,9,5.0,30.0
PDS,0.8,78028,10,5.0,65.0
PDS,0.8,78028,12,5.0,50.0
PDS,0.8,78028,19,5.0,50.0
PDS,0.8,78028,25,5.0,50.0
PDS,0.8,78028,28,5.0,40.0
PDS,0.8,78028,29,5.0,65.0
PDS,0.8,78028,31,5.0,85.0
PDS,0.2,78464,9,45.0,0.0
PDS,0.2,78464,10,10.0,0.0
PDS,0.2,78464,12,45.0,50.0
PDS,0.2,78464,19,45.0,0.0
PDS,0.2,78464,25,30.0,0.0
PDS,0.2,78464,28,45.0,0.0
PDS,0.2,78464,29,45.0,0.0
PDS,0.2,78464,31,20.0,0.0
PDS,0.4,78464,9,5.0,0.0
PDS,0.4,78464,10,15.0,60.0
PDS,0.4,78464,12,5.0,50.0
PDS,0.4,78464,19,5.0,50.0
PDS,0.4,78464,25,5.0,0.0
PDS,0.4,78464,28,45.0,0.0
PDS,0.4,78464,29,35.0,50.0
PDS,0.4,78464,31,5.0,50.0
PDS,0.6,78464,9,5.0,50.0
PDS,0.6,78464,10,5.0,0.0
PDS,0.6,78464,12,0.0,0.0
PDS,0.6,78464,19,0.0,0.0
PDS,0.6,78464,25,5.0,0.0
PDS,0.6,78464,28,5.0,0.0
PDS,0.6,78464,29,5.0,0.0
PDS,0.6,78464,31,5.0,0.0
PDS,0.8,78464,9,0.0,0.0
PDS,0.8,78464,10,5.0,0.0
PDS,0.8,78464,12,0.0,0.0
PDS,0.8,78464,19,5.0,50.0
PDS,0.8,78464,25,0.0,50.0
PDS,0.8,78464,28,0.0,0.0
PDS,0.8,78464,29,0.0,0.0
PDS,0.8,78464,31,0.0,0.0
PDS,0.2,83587,9,45.0,0.0
PDS,0.2,83587,10,15.0,50.0
PDS,0.2,83587,12,20.0,85.0
PDS,0.2,83587,19,40.0,0.0
PDS,0.2,83587,25,45.0,0.0
PDS,0.2,83587,28,45.0,95.0
PDS,0.2,83587,29,50.0,50.0
PDS,0.2,83587,31,20.0,50.0
PDS,0.4,83587,9,45.0,0.0
PDS,0.4,83587,10,20.0,75.0
PDS,0.4,83587,12,5.0,0.0
PDS,0.4,83587,19,5.0,40.0
PDS,0.4,83587,25,45.0,50.0
PDS,0.4,83587,28,10.0,75.0
PDS,0.4,83587,29,0.0,50.0
PDS,0.4,83587,31,35.0,85.0
PDS,0.6,83587,9,25.0,0.0
PDS,0.6,83587,10,35.0,85.0
PDS,0.6,83587,12,5.0,65.0
PDS,0.6,83587,19,10.0,85.0
PDS,0.6,83587,25,15.0,50.0
PDS,0.6,83587,28,5.0,65.0
PDS,0.6,83587,29,5.0,40.0
PDS,0.6,83587,31,25.0,85.0
PDS,0.8,83587,9,15.0,65.0
PDS,0.8,83587,10,5.0,75.0
PDS,0.8,83587,12,5.0,65.0
PDS,0.8,83587,19,5.0,40.0
PDS,0.8,83587,25,5.0,65.0
PDS,0.8,83587,28,15.0,85.0
PDS,0.8,83587,29,15.0,75.0
PDS,0.8,83587,31,5.0,85.0
PDS,0.2,86180,9,45.0,0.0
PDS,0.2,86180,10,15.0,0.0
PDS,0.2,86180,12,35.0,0.0
PDS,0.2,86180,19,45.0,0.0
PDS,0.2,86180,25,20.0,50.0
PDS,0.2,86180,28,35.0,50.0
PDS,0.2,86180,29,45.0,50.0
PDS,0.2,86180,31,35.0,0.0
PDS,0.4,86180,9,45.0,85.0
PDS,0.4,86180,10,35.0,65.0
PDS,0.4,86180,12,45.0,50.0
PDS,0.4,86180,19,35.0,60.0
PDS,0.4,86180,25,45.0,85.0
PDS,0.4,86180,28,5.0,65.0
PDS,0.4,86180,29,5.0,50.0
PDS,0.4,86180,31,5.0,65.0
PDS,0.6,86180,9,5.0,0.0
PDS,0.6,86180,10,5.0,50.0
PDS,0.6,86180,12,5.0,40.0
PDS,0.6,86180,19,45.0,60.0
PDS,0.6,86180,25,15.0,85.0
PDS,0.6,86180,28,5.0,40.0
PDS,0.6,86180,29,15.0,0.0
PDS,0.6,86180,31,5.0,65.0
PDS,0.8,86180,9,5.0,40.0
PDS,0.8,86180,10,5.0,0.0
PDS,0.8,86180,12,0.0,0.0
PDS,0.8,86180,19,5.0,0.0
PDS,0.8,86180,25,5.0,50.0
PDS,0.8,86180,28,5.0,0.0
PDS,0.8,86180,29,5.0,0.0
PDS,0.8,86180,31,5.0,0.0
PDS,0.2,88468,9,20.0,50.0
PDS,0.2,88468,10,45.0,85.0
PDS,0.2,88468,12,45.0,85.0
PDS,0.2,88468,19,45.0,0.0
PDS,0.2,88468,25,20.0,65.0
PDS,0.2,88468,28,20.0,0.0
PDS,0.2,88468,29,45.0,65.0
PDS,0.2,88468,31,5.0,85.0
PDS,0.4,88468,9,45.0,100.0
PDS,0.4,88468,10,45.0,100.0
PDS,0.4,88468,12,35.0,100.0
PDS,0.4,88468,19,35.0,100.0
PDS,0.4,88468,25,30.0,100.0
PDS,0.4,88468,28,5.0,95.0
PDS,0.4,88468,29,50.0,95.0
PDS,0.4,88468,31,10.0,95.0
PDS,0.6,88468,9,45.0,100.0
PDS,0.6,88468,10,30.0,100.0
PDS,0.6,88468,12,5.0,85.0
PDS,0.6,88468,19,5.0,100.0
PDS,0.6,88468,25,10.0,100.0
PDS,0.6,88468,28,0.0,100.0
PDS,0.6,88468,29,50.0,95.0
PDS,0.6,88468,31,50.0,85.0
PDS,0.8,88468,9,5.0,85.0
PDS,0.8,88468,10,0.0,95.0
PDS,0.8,88468,12,5.0,85.0
PDS,0.8,88468,19,0.0,100.0
PDS,0.8,88468,25,10.0,95.0
PDS,0.8,88468,28,0.0,100.0
PDS,0.8,88468,29,5.0,95.0
PDS,0.8,88468,31,0.0,85.0
PDS,0.2,91449,9,45.0,0.0
PDS,0.2,91449,10,45.0,0.0
PDS,0.2,91449,12,15.0,50.0
PDS,0.2,91449,19,45.0,0.0
PDS,0.2,91449,25,0.0,0.0
PDS,0.2,91449,28,10.0,0.0
PDS,0.2,91449,29,45.0,30.0
PDS,0.2,91449,31,35.0,0.0
PDS,0.4,91449,9,45.0,0.0
PDS,0.4,91449,10,15.0,0.0
PDS,0.4,91449,12,25.0,0.0
PDS,0.4,91449,19,5.0,0.0
PDS,0.4,91449,25,25.0,0.0
PDS,0.4,91449,28,15.0,0.0
PDS,0.4,91449,29,20.0,0.0
PDS,0.4,91449,31,10.0,0.0
PDS,0.6,91449,9,35.0,0.0
PDS,0.6,91449,10,5.0,0.0
PDS,0.6,91449,12,5.0,0.0
PDS,0.6,91449,19,5.0,0.0
PDS,0.6,91449,25,15.0,0.0
PDS,0.6,91449,28,5.0,0.0
PDS,0.6,91449,29,15.0,0.0
PDS,0.6,91449,31,5.0,0.0
PDS,0.8,91449,9,5.0,0.0
PDS,0.8,91449,10,0.0,0.0
PDS,0.8,91449,12,0.0,0.0
PDS,0.8,91449,19,0.0,0.0
PDS,0.8,91449,25,5.0,0.0
PDS,0.8,91449,28,5.0,0.0
PDS,0.8,91449,29,5.0,0.0
PDS,0.8,91449,31,5.0,0.0
PDS,0.2,94983,9,45.0,0.0
PDS,0.2,94983,10,45.0,0.0
PDS,0.2,94983,12,35.0,0.0
PDS,0.2,94983,19,30.0,40.0
PDS,0.2,94983,25,100.0,0.0
PDS,0.2,94983,28,50.0,0.0
PDS,0.2,94983,29,45.0,50.0
PDS,0.2,94983,31,35.0,50.0
PDS,0.4,94983,9,5.0,100.0
PDS,0.4,94983,10,10.0,100.0
PDS,0.4,94983,12,0.0,100.0
PDS,0.4,94983,19,0.0,100.0
PDS,0.4,94983,25,40.0,85.0
PDS,0.4,94983,28,0.0,100.0
PDS,0.4,94983,29,40.0,100.0
PDS,0.4,94983,31,0.0,100.0
PDS,0.6,94983,9,0.0,100.0
PDS,0.6,94983,10,0.0,100.0
PDS,0.6,94983,12,0.0,100.0
PDS,0.6,94983,19,0.0,100.0
PDS,0.6,94983,25,0.0,100.0
PDS,0.6,94983,28,0.0,100.0
PDS,0.6,94983,29,0.0,100.0
PDS,0.6,94983,31,0.0,100.0
PDS,0.8,94983,9,0.0,100.0
PDS,0.8,94983,10,0.0,100.0
PDS,0.8,94983,12,0.0,100.0
PDS,0.8,94983,19,0.0,100.0
PDS,0.8,94983,25,0.0,100.0
PDS,0.8,94983,28,0.0,100.0
PDS,0.8,94983,29,0.0,100.0
PDS,0.8,94983,31,0.0,100.0
PDS,0.2,95850,9,45.0,65.0
PDS,0.2,95850,10,45.0,85.0
PDS,0.2,95850,12,20.0,85.0
PDS,0.2,95850,19,45.0,0.0
PDS,0.2,95850,25,0.0,0.0
PDS,0.2,95850,28,45.0,50.0
PDS,0.2,95850,29,45.0,50.0
PDS,0.2,95850,31,5.0,0.0
PDS,0.4,95850,9,45.0,65.0
PDS,0.4,95850,10,45.0,95.0
PDS,0.4,95850,12,35.0,50.0
PDS,0.4,95850,19,35.0,85.0
PDS,0.4,95850,25,5.0,85.0
PDS,0.4,95850,28,40.0,0.0
PDS,0.4,95850,29,10.0,85.0
PDS,0.4,95850,31,10.0,95.0
PDS,0.6,95850,9,35.0,85.0
PDS,0.6,95850,10,0.0,95.0
PDS,0.6,95850,12,10.0,95.0
PDS,0.6,95850,19,15.0,75.0
PDS,0.6,95850,25,25.0,85.0
PDS,0.6,95850,28,5.0,85.0
PDS,0.6,95850,29,5.0,85.0
PDS,0.6,95850,31,5.0,85.0
PDS,0.8,95850,9,20.0,75.0
PDS,0.8,95850,10,0.0,85.0
PDS,0.8,95850,12,5.0,75.0
PDS,0.8,95850,19,0.0,10.0
PDS,0.8,95850,25,5.0,85.0
PDS,0.8,95850,28,0.0,85.0
PDS,0.8,95850,29,5.0,95.0
PDS,0.8,95850,31,5.0,75.0
PDS,0.2,107586,9,85.0,50.0
PDS,0.2,107586,10,45.0,50.0
PDS,0.2,107586,12,35.0,0.0
PDS,0.2,107586,19,50.0,65.0
PDS,0.2,107586,25,30.0,0.0
PDS,0.2,107586,28,25.0,0.0
PDS,0.2,107586,29,45.0,0.0
PDS,0.2,107586,31,20.0,50.0
PDS,0.4,107586,9,45.0,0.0
PDS,0.4,107586,10,35.0,0.0
PDS,0.4,107586,12,25.0,50.0
PDS,0.4,107586,19,15.0,50.0
PDS,0.4,107586,25,50.0,0.0
PDS,0.4,107586,28,10.0,0.0
PDS,0.4,107586,29,5.0,85.0
PDS,0.4,107586,31,5.0,50.0
PDS,0.6,107586,9,5.0,85.0
PDS,0.6,107586,10,0.0,0.0
PDS,0.6,107586,12,0.0,40.0
PDS,0.6,107586,19,0.0,65.0
PDS,0.6,107586,25,0.0,85.0
PDS,0.6,107586,28,5.0,50.0
PDS,0.6,107586,29,0.0,50.0
PDS,0.6,107586,31,5.0,75.0
PDS,0.8,107586,9,0.0,85.0
PDS,0.8,107586,10,0.0,0.0
PDS,0.8,107586,12,0.0,40.0
PDS,0.8,107586,19,0.0,30.0
PDS,0.8,107586,25,0.0,40.0
PDS,0.8,107586,28,0.0,30.0
PDS,0.8,107586,29,0.0,85.0
PDS,0.8,107586,31,0.0,65.0
PDS,0.2,111093,9,45.0,0.0
PDS,0.2,111093,10,45.0,65.0
PDS,0.2,111093,12,65.0,20.0
PDS,0.2,111093,19,45.0,0.0
PDS,0.2,111093,25,85.0,50.0
PDS,0.2,111093,28,5.0,50.0
PDS,0.2,111093,29,45.0,0.0
PDS,0.2,111093,31,10.0,0.0
PDS,0.4,111093,9,20.0,30.0
PDS,0.4,111093,10,20.0,85.0
PDS,0.4,111093,12,45.0,65.0
PDS,0.4,111093,19,35.0,95.0
PDS,0.4,111093,25,5.0,65.0
PDS,0.4,111093,28,50.0,65.0
PDS,0.4,111093,29,45.0,65.0
PDS,0.4,111093,31,35.0,65.0
PDS,0.6,111093,9,45.0,50.0
PDS,0.6,111093,10,15.0,30.0
PDS,0.6,111093,12,25.0,85.0
PDS,0.6,111093,19,15.0,95.0
PDS,0.6,111093,25,5.0,40.0
PDS,0.6,111093,28,50.0,85.0
PDS,0.6,111093,29,15.0,65.0
PDS,0.6,111093,31,10.0,10.0
PDS,0.8,111093,9,5.0,45.0
PDS,0.8,111093,10,0.0,20.0
PDS,0.8,111093,12,15.0,85.0
PDS,0.8,111093,19,5.0,30.0
PDS,0.8,111093,25,15.0,65.0
PDS,0.8,111093,28,5.0,65.0
PDS,0.8,111093,29,10.0,40.0
PDS,0.8,111093,31,10.0,20.0
PDS,0.2,115959,9,45.0,50.0
PDS,0.2,115959,10,35.0,0.0
PDS,0.2,115959,12,35.0,10.0
PDS,0.2,115959,19,45.0,0.0
PDS,0.2,115959,25,35.0,40.0
PDS,0.2,115959,28,10.0,0.0
PDS,0.2,115959,29,45.0,0.0
PDS,0.2,115959,31,25.0,20.0
PDS,0.4,115959,9,20.0,50.0
PDS,0.4,115959,10,15.0,30.0
PDS,0.4,115959,12,5.0,40.0
PDS,0.4,115959,19,15.0,75.0
PDS,0.4,115959,25,5.0,40.0
PDS,0.4,115959,28,15.0,65.0
PDS,0.4,115959,29,45.0,65.0
PDS,0.4,115959,31,35.0,50.0
PDS,0.6,115959,9,5.0,0.0
PDS,0.6,115959,10,5.0,50.0
PDS,0.6,115959,12,5.0,50.0
PDS,0.6,115959,19,5.0,0.0
PDS,0.6,115959,25,5.0,0.0
PDS,0.6,115959,28,5.0,0.0
PDS,0.6,115959,29,5.0,0.0
PDS,0.6,115959,31,5.0,50.0
PDS,0.8,115959,9,5.0,0.0
PDS,0.8,115959,10,5.0,0.0
PDS,0.8,115959,12,5.0,0.0
PDS,0.8,115959,19,5.0,0.0
PDS,0.8,115959,25,5.0,0.0
PDS,0.8,115959,28,5.0,0.0
PDS,0.8,115959,29,5.0,50.0
PDS,0.8,115959,31,5.0,0.0
PDS,0.2,119749,9,45.0,50.0
PDS,0.2,119749,10,30.0,0.0
PDS,0.2,119749,12,45.0,0.0
PDS,0.2,119749,19,45.0,0.0
PDS,0.2,119749,25,0.0,0.0
PDS,0.2,119749,28,45.0,0.0
PDS,0.2,119749,29,45.0,0.0
PDS,0.2,119749,31,15.0,0.0
PDS,0.4,119749,9,35.0,50.0
PDS,0.4,119749,10,15.0,65.0
PDS,0.4,119749,12,35.0,75.0
PDS,0.4,119749,19,15.0,50.0
PDS,0.4,119749,25,15.0,0.0
PDS,0.4,119749,28,10.0,0.0
PDS,0.4,119749,29,15.0,0.0
PDS,0.4,119749,31,5.0,0.0
PDS,0.6,119749,9,5.0,50.0
PDS,0.6,119749,10,5.0,50.0
PDS,0.6,119749,12,5.0,50.0
PDS,0.6,119749,19,5.0,65.0
PDS,0.6,119749,25,5.0,50.0
PDS,0.6,119749,28,5.0,50.0
PDS,0.6,119749,29,5.0,50.0
PDS,0.6,119749,31,5.0,75.0
PDS,0.8,119749,9,0.0,45.0
PDS,0.8,119749,10,5.0,65.0
PDS,0.8,119749,12,5.0,65.0
PDS,0.8,119749,19,5.0,0.0
PDS,0.8,119749,25,5.0,30.0
PDS,0.8,119749,28,0.0,30.0
PDS,0.8,119749,29,5.0,65.0
PDS,0.8,119749,31,5.0,30.0
PDS,0.2,125915,9,65.0,0.0
PDS,0.2,125915,10,45.0,65.0
PDS,0.2,125915,12,45.0,0.0
PDS,0.2,125915,19,45.0,50.0
PDS,0.2,125915,25,85.0,0.0
PDS,0.2,125915,28,10.0,50.0
PDS,0.2,125915,29,45.0,85.0
PDS,0.2,125915,31,20.0,50.0
PDS,0.4,125915,9,35.0,0.0
PDS,0.4,125915,10,15.0,0.0
PDS,0.4,125915,12,15.0,0.0
PDS,0.4,125915,19,15.0,50.0
PDS,0.4,125915,25,5.0,0.0
PDS,0.4,125915,28,5.0,0.0
PDS,0.4,125915,29,45.0,75.0
PDS,0.4,125915,31,15.0,50.0
PDS,0.6,125915,9,15.0,65.0
PDS,0.6,125915,10,15.0,0.0
PDS,0.6,125915,12,5.0,50.0
PDS,0.6,125915,19,5.0,0.0
PDS,0.6,125915,25,5.0,0.0
PDS,0.6,125915,28,5.0,20.0
PDS,0.6,125915,29,15.0,50.0
PDS,0.6,125915,31,10.0,50.0
PDS,0.8,125915,9,5.0,0.0
PDS,0.8,125915,10,5.0,0.0
PDS,0.8,125915,12,0.0,30.0
PDS,0.8,125915,19,0.0,0.0
PDS,0.8,125915,25,0.0,0.0
PDS,0.8,125915,28,0.0,0.0
PDS,0.8,125915,29,5.0,50.0
PDS,0.8,125915,31,5.0,0.0
PDS,0.2,126038,9,45.0,0.0
PDS,0.2,126038,10,35.0,0.0
PDS,0.2,126038,12,35.0,0.0
PDS,0.2,126038,19,45.0,0.0
PDS,0.2,126038,25,45.0,50.0
PDS,0.2,126038,28,35.0,0.0
PDS,0.2,126038,29,35.0,0.0
PDS,0.2,126038,31,20.0,0.0
PDS,0.4,126038,9,45.0,0.0
PDS,0.4,126038,10,25.0,0.0
PDS,0.4,126038,12,35.0,50.0
PDS,0.4,126038,19,5.0,0.0
PDS,0.4,126038,25,35.0,50.0
PDS,0.4,126038,28,10.0,40.0
PDS,0.4,126038,29,30.0,0.0
PDS,0.4,126038,31,35.0,75.0
PDS,0.6,126038,9,5.0,0.0
PDS,0.6,126038,10,5.0,50.0
PDS,0.6,126038,12,15.0,0.0
PDS,0.6,126038,19,15.0,50.0
PDS,0.6,126038,25,25.0,50.0
PDS,0.6,126038,28,5.0,10.0
PDS,0.6,126038,29,5.0,0.0
PDS,0.6,126038,31,5.0,65.0
PDS,0.8,126038,9,15.0,5.0
PDS,0.8,126038,10,5.0,50.0
PDS,0.8,126038,12,10.0,50.0
PDS,0.8,126038,19,5.0,40.0
PDS,0.8,126038,25,15.0,50.0
PDS,0.8,126038,28,5.0,40.0
PDS,0.8,126038,29,5.0,50.0
PDS,0.8,126038,31,5.0,40.0
PDS,0.2,128499,9,45.0,0.0
PDS,0.2,128499,10,35.0,50.0
PDS,0.2,128499,12,35.0,0.0
PDS,0.2,128499,19,45.0,0.0
PDS,0.2,128499,25,0.0,0.0
PDS,0.2,128499,28,10.0,0.0
PDS,0.2,128499,29,35.0,0.0
PDS,0.2,128499,31,35.0,0.0
PDS,0.4,128499,9,10.0,45.0
PDS,0.4,128499,10,20.0,50.0
PDS,0.4,128499,12,20.0,10.0
PDS,0.4,128499,19,15.0,65.0
PDS,0.4,128499,25,45.0,50.0
PDS,0.4,128499,28,15.0,50.0
PDS,0.4,128499,29,50.0,50.0
PDS,0.4,128499,31,5.0,75.0
PDS,0.6,128499,9,5.0,65.0
PDS,0.6,128499,10,10.0,85.0
PDS,0.6,128499,12,5.0,75.0
PDS,0.6,128499,19,15.0,45.0
PDS,0.6,128499,25,25.0,85.0
PDS,0.6,128499,28,25.0,75.0
PDS,0.6,128499,29,5.0,75.0
PDS,0.6,128499,31,5.0,45.0
PDS,0.8,128499,9,5.0,65.0
PDS,0.8,128499,10,5.0,45.0
PDS,0.8,128499,12,5.0,45.0
PDS,0.8,128499,19,15.0,65.0
PDS,0.8,128499,25,5.0,75.0
PDS,0.8,128499,28,10.0,85.0
PDS,0.8,128499,29,5.0,65.0
PDS,0.8,128499,31,5.0,65.0
